note_id,account_id,company,note_type,author,created_date,note_content,follow_up_required,follow_up_date
NOTE-01304,ACC-0119,Reliable HVAC Group,Email,Omar Castillo,2025-05-11,Customer replied re: QuickBooks integration. excited about new features.,No,
NOTE-01305,ACC-0186,SwiftLine Facilities Management Partners,QBR,Tanya Oluoch,2023-09-29,"QBR held with the GM. Reviewed usage metrics, discussed reporting. Customer frustrated.",No,
NOTE-01306,ACC-0298,Allied Facilities Management Systems,Email,Omar Castillo,2023-01-04,Customer replied re: reporting. considering cancellation.,No,
NOTE-01307,ACC-0245,OneCall HVAC Technologies,Upsell Attempt,Omar Castillo,2023-03-14,Presented Analytics Add-On demo. Customer frustrated.,No,2023-03-20
NOTE-01308,ACC-0307,Regional Facilities Management Systems,Upsell Attempt,Sadia Islam,2024-06-28,Discussed seat expansion — customer added 4 techs. MRR increase: $186.,No,2024-07-05
NOTE-01309,ACC-0299,SwiftLine Pest Control Professionals,Upsell Attempt,Tanya Oluoch,2023-04-09,Discussed seat expansion — customer added 1 techs. MRR increase: $349.,Yes,2023-04-15
NOTE-01310,ACC-0225,National HVAC Professionals,Email,Ravi Mehta,2023-01-17,Followed up on mobile app adoption. No response yet.,No,2023-01-25
NOTE-01311,ACC-0513,TrustWorks Facilities Management Group,Call,Jordan Blake,2025-05-01,Check-in call completed. Customer neutral. Next step: schedule follow-up.,No,
NOTE-01312,ACC-0513,TrustWorks Facilities Management Group,Renewal Discussion,Jordan Blake,2024-05-29,Renewal discussion initiated. Contract ends in 60 days. Customer neutral.,Yes,
NOTE-01313,ACC-0575,National Pest Control Associates,Upsell Attempt,Felix Brennan,2024-03-31,Discussed seat expansion — customer added 4 techs. MRR increase: $327.,Yes,2024-04-08
NOTE-01314,ACC-0535,RapidFix Facilities Management Partners,Health Check,Ravi Mehta,2025-03-16,Weekly health check — score 91.8. Mobile adoption at risk.,No,
NOTE-01315,ACC-0590,ProServ Plumbing Experts,Call,Felix Brennan,2023-10-26,Check-in call completed. Customer excited about new features. Next step: escalate to VP CS.,No,2023-11-07
NOTE-01316,ACC-0328,ProServ Electrical Professionals,Call,Ravi Mehta,2023-04-05,Check-in call completed. Customer excited about new features. Next step: escalate to VP CS.,No,2023-04-19
NOTE-01317,ACC-0486,Metro HVAC Systems,Call,Lena Fischer,2023-01-28,Spoke with IT lead re: mobile app adoption. Action: send upsell proposal.,Yes,2023-02-05
NOTE-01318,ACC-0568,TrustWorks HVAC Systems,Call,Omar Castillo,2024-08-22,Check-in call completed. Customer positive. Next step: send upsell proposal.,No,
NOTE-01319,ACC-0248,Premier Pest Control Group,Renewal Discussion,Felix Brennan,2023-05-28,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,2023-06-08
NOTE-01320,ACC-0083,Apex HVAC Experts,Upsell Attempt,Lena Fischer,2024-05-26,Discussed seat expansion — customer added 1 techs. MRR increase: $114.,Yes,2024-06-08
NOTE-01321,ACC-0067,Pinnacle HVAC Solutions,Health Check,Sadia Islam,2025-01-31,Health score reviewed: 75.6. Status: Green. send upsell proposal flagged.,No,
NOTE-01322,ACC-0333,Metro Electrical Solutions,Call,Omar Castillo,2024-03-14,Check-in call completed. Customer positive. Next step: loop in SE.,No,
NOTE-01323,ACC-0372,ProServ Electrical Associates,Renewal Discussion,Omar Castillo,2023-08-21,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,2023-09-03
NOTE-01324,ACC-0397,National HVAC Technologies,Renewal Discussion,Jordan Blake,2024-06-22,Renewal discussion initiated. Contract ends in 40 days. Customer frustrated.,Yes,
NOTE-01325,ACC-0640,Allied Electrical Group,Call,Jordan Blake,2025-04-04,Spoke with the GM re: scheduling features. Action: send documentation.,Yes,
NOTE-01326,ACC-0518,TrustWorks HVAC Partners,Health Check,Jordan Blake,2024-09-08,Weekly health check — score 67.0. Mobile adoption at risk.,Yes,2024-09-20
NOTE-01327,ACC-0316,Pinnacle HVAC Group,Email,Ravi Mehta,2023-02-02,Followed up on mobile app adoption. No response yet.,No,
NOTE-01328,ACC-0082,Dynamic Plumbing Works,Call,Felix Brennan,2023-08-31,Spoke with the GM re: reporting. Action: loop in SE.,No,2023-09-12
NOTE-01329,ACC-0262,Reliable Plumbing Group,Renewal Discussion,Sadia Islam,2023-06-23,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-01330,ACC-0541,Dynamic Pest Control Professionals,Escalation,Ravi Mehta,2025-05-27,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01331,ACC-0111,Regional Pest Control Group,Call,Jordan Blake,2024-11-18,Spoke with IT lead re: QuickBooks integration. Action: send documentation.,No,2024-11-22
NOTE-01332,ACC-0217,BlueStar HVAC Professionals,Escalation,Ravi Mehta,2024-01-15,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01333,ACC-0051,Allied Facilities Management Systems,QBR,Felix Brennan,2024-08-21,"QBR held with ops director. Reviewed usage metrics, discussed QuickBooks integration. Customer considering cancellation.",No,
NOTE-01334,ACC-0620,BlueStar Facilities Management Professionals,Call,Sadia Islam,2024-10-22,Check-in call completed. Customer considering cancellation. Next step: schedule follow-up.,No,
NOTE-01335,ACC-0519,National Other Group,Health Check,Jordan Blake,2024-07-12,Health score reviewed: 62.4. Status: Yellow. send documentation flagged.,Yes,
NOTE-01336,ACC-0255,Allied Plumbing Services,Renewal Discussion,Jordan Blake,2024-01-14,Renewal discussion initiated. Contract ends in 72 days. Customer excited about new features.,No,2024-01-23
NOTE-01337,ACC-0570,Heritage Electrical Works,QBR,Felix Brennan,2023-02-22,"QBR held with office manager. Reviewed usage metrics, discussed mobile app adoption. Customer frustrated.",No,
NOTE-01338,ACC-0543,Dynamic HVAC Works,Escalation,Felix Brennan,2024-10-10,Customer escalated billing issue. Resolved within 24 hours.,No,
NOTE-01339,ACC-0030,Premier HVAC Group,Renewal Discussion,Ravi Mehta,2024-08-13,Renewal discussion initiated. Contract ends in 89 days. Customer neutral.,No,
NOTE-01340,ACC-0093,Metro HVAC Professionals,Email,Jordan Blake,2024-02-01,Customer replied re: reporting. excited about new features.,Yes,2024-02-13
NOTE-01341,ACC-0402,BlueStar Electrical Solutions,Email,Jordan Blake,2024-06-05,Followed up on pricing. No response yet.,No,
NOTE-01342,ACC-0349,BlueStar Electrical Services,Upsell Attempt,Omar Castillo,2023-11-29,Presented Analytics Add-On demo. Customer neutral.,Yes,2023-12-07
NOTE-01343,ACC-0456,Regional Landscaping Professionals,Call,Lena Fischer,2024-11-16,Spoke with the owner re: scheduling features. Action: loop in SE.,No,2024-11-25
NOTE-01344,ACC-0399,RapidFix Landscaping Solutions,Email,Sadia Islam,2024-11-14,Followed up on billing. No response yet.,Yes,
NOTE-01345,ACC-0394,Allied Electrical Associates,Call,Tanya Oluoch,2023-09-20,Spoke with ops director re: QuickBooks integration. Action: send documentation.,No,
NOTE-01346,ACC-0361,Summit HVAC Systems,Call,Omar Castillo,2025-02-17,Check-in call completed. Customer frustrated. Next step: loop in SE.,No,
NOTE-01347,ACC-0295,Allied Plumbing Experts,QBR,Lena Fischer,2024-12-20,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,No,
NOTE-01348,ACC-0536,ProServ Pest Control Solutions,Upsell Attempt,Tanya Oluoch,2024-03-18,Presented Analytics Add-On demo. Customer positive.,No,
NOTE-01349,ACC-0227,SwiftLine Landscaping Solutions,Email,Emma Solis,2024-09-22,Customer replied re: scheduling features. frustrated.,Yes,2024-09-25
NOTE-01350,ACC-0581,Regional HVAC Experts,Health Check,Emma Solis,2024-04-12,Health score reviewed: 74.4. Status: Green. loop in SE flagged.,Yes,
NOTE-01351,ACC-0298,Allied Facilities Management Systems,Renewal Discussion,Omar Castillo,2023-08-21,Renewal discussion initiated. Contract ends in 48 days. Customer excited about new features.,No,2023-09-01
NOTE-01352,ACC-0519,National Other Group,Email,Jordan Blake,2025-02-01,Followed up on QuickBooks integration. No response yet.,No,
NOTE-01353,ACC-0328,ProServ Electrical Professionals,Upsell Attempt,Ravi Mehta,2023-06-05,Discussed seat expansion — customer added 5 techs. MRR increase: $461.,No,
NOTE-01354,ACC-0481,Dynamic Facilities Management Services,QBR,Jordan Blake,2024-12-05,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,No,2024-12-16
NOTE-01355,ACC-0430,National HVAC Services,Email,Lena Fischer,2024-06-06,Sent renewal email — awaiting response.,No,
NOTE-01356,ACC-0290,Reliable Other Services,QBR,Felix Brennan,2025-04-09,Quarterly review completed. Key wins discussed. Upsell opportunity: send upsell proposal.,Yes,
NOTE-01357,ACC-0106,Reliable Plumbing Associates,Escalation,Sadia Islam,2025-02-07,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01358,ACC-0277,Heritage HVAC Experts,Call,Omar Castillo,2024-09-02,Check-in call completed. Customer excited about new features. Next step: loop in SE.,No,
NOTE-01359,ACC-0202,Premier Landscaping Professionals,Email,Emma Solis,2023-10-14,Followed up on scheduling features. No response yet.,No,2023-10-21
NOTE-01360,ACC-0467,Allied HVAC Partners,Health Check,Emma Solis,2023-07-26,Health score reviewed: 46.6. Status: Yellow. schedule follow-up flagged.,No,
NOTE-01361,ACC-0106,Reliable Plumbing Associates,Health Check,Sadia Islam,2025-01-11,Health score reviewed: 58.6. Status: Yellow. loop in SE flagged.,No,
NOTE-01362,ACC-0463,ProServ HVAC Experts,Health Check,Felix Brennan,2023-01-21,Weekly health check — score 42.9. Mobile adoption at risk.,Yes,2023-01-27
NOTE-01363,ACC-0155,Dynamic Plumbing Professionals,Call,Sadia Islam,2024-07-31,Spoke with IT lead re: QuickBooks integration. Action: send documentation.,No,
NOTE-01364,ACC-0514,RapidFix HVAC Professionals,Email,Sadia Islam,2025-05-13,Sent renewal email — awaiting response.,No,
NOTE-01365,ACC-0531,Allied Pest Control Solutions,Email,Tanya Oluoch,2024-02-22,Customer replied re: billing. excited about new features.,No,
NOTE-01366,ACC-0596,Pinnacle Plumbing Systems,QBR,Tanya Oluoch,2023-07-11,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,No,
NOTE-01367,ACC-0506,SwiftLine Electrical Solutions,Health Check,Omar Castillo,2024-09-03,Health score reviewed: 88.0. Status: Green. send upsell proposal flagged.,No,
NOTE-01368,ACC-0591,Apex Electrical Technologies,QBR,Omar Castillo,2023-08-29,"QBR held with the GM. Reviewed usage metrics, discussed billing. Customer positive.",Yes,
NOTE-01369,ACC-0196,Regional HVAC Professionals,Call,Jordan Blake,2023-12-09,Spoke with IT lead re: mobile app adoption. Action: escalate to VP CS.,No,
NOTE-01370,ACC-0198,SwiftLine Facilities Management Group,Escalation,Sadia Islam,2025-05-09,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01371,ACC-0534,SwiftLine HVAC Experts,Renewal Discussion,Lena Fischer,2023-10-22,Renewal discussion initiated. Contract ends in 48 days. Customer frustrated.,Yes,2023-11-03
NOTE-01372,ACC-0153,SwiftLine Plumbing Associates,Call,Ravi Mehta,2025-03-28,Spoke with IT lead re: billing. Action: loop in SE.,No,
NOTE-01373,ACC-0062,BlueStar HVAC Experts,Escalation,Tanya Oluoch,2023-09-09,Customer escalated billing issue. Resolved within 7 hours.,Yes,
NOTE-01374,ACC-0586,Reliable HVAC Systems,Email,Tanya Oluoch,2025-02-27,Followed up on scheduling features. No response yet.,No,
NOTE-01375,ACC-0112,Dynamic Electrical Works,Call,Ravi Mehta,2023-06-04,Spoke with IT lead re: QuickBooks integration. Action: schedule follow-up.,Yes,2023-06-07
NOTE-01376,ACC-0182,Elite Pest Control Systems,Renewal Discussion,Lena Fischer,2023-06-03,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-01377,ACC-0476,Dynamic Other Services,QBR,Omar Castillo,2023-01-18,"QBR held with IT lead. Reviewed usage metrics, discussed reporting. Customer positive.",Yes,
NOTE-01378,ACC-0237,National HVAC Professionals,QBR,Ravi Mehta,2025-05-21,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,Yes,2025-06-04
NOTE-01379,ACC-0543,Dynamic HVAC Works,Call,Felix Brennan,2023-05-12,Check-in call completed. Customer positive. Next step: send upsell proposal.,Yes,
NOTE-01380,ACC-0326,RapidFix HVAC Works,Health Check,Omar Castillo,2024-05-12,Health score reviewed: 84.2. Status: Green. send upsell proposal flagged.,No,2024-05-16
NOTE-01381,ACC-0384,RapidFix Pest Control Group,Renewal Discussion,Felix Brennan,2023-05-07,Renewal discussion initiated. Contract ends in 72 days. Customer positive.,No,
NOTE-01382,ACC-0064,RapidFix Facilities Management Services,Call,Felix Brennan,2023-05-11,Spoke with ops director re: QuickBooks integration. Action: send documentation.,No,2023-05-25
NOTE-01383,ACC-0554,Dynamic Plumbing Systems,Email,Tanya Oluoch,2025-05-07,Customer replied re: mobile app adoption. excited about new features.,Yes,2025-05-14
NOTE-01384,ACC-0633,Heritage Plumbing Systems,Call,Omar Castillo,2025-05-18,Spoke with the owner re: pricing. Action: schedule follow-up.,Yes,
NOTE-01385,ACC-0001,Allied HVAC Systems,Email,Jordan Blake,2024-05-05,Customer replied re: pricing. considering cancellation.,Yes,
NOTE-01386,ACC-0124,Heritage Facilities Management Technologies,Health Check,Jordan Blake,2024-09-25,Weekly health check — score 73.2. Mobile adoption at risk.,No,
NOTE-01387,ACC-0023,TrustWorks Electrical Solutions,Health Check,Sadia Islam,2024-08-31,Health score reviewed: 43.2. Status: Yellow. loop in SE flagged.,No,
NOTE-01388,ACC-0081,Reliable Plumbing Solutions,Health Check,Felix Brennan,2023-04-23,Health score reviewed: 88.2. Status: Green. send upsell proposal flagged.,No,
NOTE-01389,ACC-0390,TrustWorks Facilities Management Group,Upsell Attempt,Emma Solis,2024-10-25,Presented Analytics Add-On demo. Customer neutral.,No,
NOTE-01390,ACC-0149,Metro Electrical Technologies,Health Check,Omar Castillo,2024-11-15,Health score reviewed: 99.0. Status: Green. send documentation flagged.,No,
NOTE-01391,ACC-0323,ProServ HVAC Services,Email,Ravi Mehta,2024-02-26,Customer replied re: reporting. excited about new features.,No,
NOTE-01392,ACC-0632,Reliable Facilities Management Systems,Email,Sadia Islam,2023-10-05,Customer replied re: billing. positive.,No,
NOTE-01393,ACC-0255,Allied Plumbing Services,Health Check,Jordan Blake,2023-06-19,Weekly health check — score 57.1. Mobile adoption at risk.,No,
NOTE-01394,ACC-0562,Apex Other Works,QBR,Jordan Blake,2024-07-18,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,Yes,
NOTE-01395,ACC-0353,Metro Plumbing Technologies,Email,Tanya Oluoch,2023-10-02,Sent renewal email — awaiting response.,No,2023-10-05
NOTE-01396,ACC-0103,SwiftLine Landscaping Partners,Email,Tanya Oluoch,2024-03-18,Customer replied re: QuickBooks integration. considering cancellation.,Yes,
NOTE-01397,ACC-0298,Allied Facilities Management Systems,Email,Omar Castillo,2024-10-22,Customer replied re: reporting. excited about new features.,Yes,2024-11-05
NOTE-01398,ACC-0445,Reliable Pest Control Experts,Email,Jordan Blake,2025-03-05,Followed up on scheduling features. No response yet.,No,2025-03-11
NOTE-01399,ACC-0229,ProServ Other Experts,Email,Sadia Islam,2024-01-03,Sent renewal email — awaiting response.,No,
NOTE-01400,ACC-0523,Allied Plumbing Technologies,Health Check,Jordan Blake,2023-08-03,Health score reviewed: 93.0. Status: Green. send documentation flagged.,No,2023-08-10
NOTE-01401,ACC-0347,ProServ Electrical Professionals,Health Check,Lena Fischer,2023-01-10,Health score reviewed: 72.8. Status: Green. schedule follow-up flagged.,No,
NOTE-01402,ACC-0374,Apex HVAC Group,Call,Tanya Oluoch,2025-04-14,Check-in call completed. Customer considering cancellation. Next step: send documentation.,No,
NOTE-01403,ACC-0309,SwiftLine Electrical Associates,Renewal Discussion,Lena Fischer,2024-12-22,Renewal discussion initiated. Contract ends in 53 days. Customer frustrated.,Yes,2025-01-02
NOTE-01404,ACC-0216,OneCall Pest Control Solutions,Call,Emma Solis,2023-04-11,Check-in call completed. Customer frustrated. Next step: send upsell proposal.,No,2023-04-23
NOTE-01405,ACC-0588,Apex Pest Control Services,Email,Ravi Mehta,2024-05-27,Followed up on QuickBooks integration. No response yet.,No,
NOTE-01406,ACC-0329,Heritage Plumbing Systems,Renewal Discussion,Emma Solis,2023-12-16,Renewal discussion initiated. Contract ends in 73 days. Customer considering cancellation.,No,2023-12-25
NOTE-01407,ACC-0202,Premier Landscaping Professionals,QBR,Emma Solis,2025-05-01,"QBR held with the GM. Reviewed usage metrics, discussed pricing. Customer positive.",Yes,2025-05-06
NOTE-01408,ACC-0108,Reliable Landscaping Works,Call,Felix Brennan,2024-05-31,Check-in call completed. Customer positive. Next step: send documentation.,No,2024-06-13
NOTE-01409,ACC-0437,Summit Plumbing Solutions,Renewal Discussion,Emma Solis,2023-01-01,Renewal discussion initiated. Contract ends in 67 days. Customer neutral.,No,2023-01-08
NOTE-01410,ACC-0014,TrustWorks HVAC Group,QBR,Emma Solis,2024-10-06,Quarterly review completed. Key wins discussed. Upsell opportunity: escalate to VP CS.,No,
NOTE-01411,ACC-0454,Premier Plumbing Solutions,Upsell Attempt,Ravi Mehta,2023-12-15,Presented Analytics Add-On demo. Customer excited about new features.,No,
NOTE-01412,ACC-0403,Apex Plumbing Systems,Call,Omar Castillo,2025-04-18,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,No,2025-04-27
NOTE-01413,ACC-0367,ProServ Plumbing Experts,Email,Emma Solis,2024-02-06,Sent renewal email — awaiting response.,No,2024-02-12
